affix	stem	stemPOS	derived	derivedPOS	type	relatedness_score	relatedness_class	quality_score	quality_class
-ly	uncompromising	j	uncompromisingly	r	train	NA	NA	NA	NA
-ly	last	j	lastly	r	train	NA	NA	NA	NA
-ly	radiant	j	radiantly	r	train	NA	NA	NA	NA
-ly	heedless	j	heedlessly	r	train	NA	NA	NA	NA
-ly	strict	j	strictly	r	train	NA	NA	NA	NA
-ly	oblique	j	obliquely	r	train	NA	NA	NA	NA
-ly	brilliant	j	brilliantly	r	train	NA	NA	NA	NA
-ly	late	j	lately	r	train	NA	NA	NA	NA
-ly	gruff	j	gruffly	r	train	NA	NA	NA	NA
-ly	signal	j	signally	r	train	NA	NA	NA	NA
-ly	brisk	j	briskly	r	train	NA	NA	NA	NA
-ly	conical	j	conically	r	train	NA	NA	NA	NA
-ly	vengeful	j	vengefully	r	train	NA	NA	NA	NA
-ly	transitive	j	transitively	r	train	NA	NA	NA	NA
-ly	succinct	j	succinctly	r	train	NA	NA	NA	NA
-ly	reluctant	j	reluctantly	r	train	NA	NA	NA	NA
-ly	gloomy	j	gloomily	r	train	NA	NA	NA	NA
-ly	suggestive	j	suggestively	r	train	NA	NA	NA	NA
-ly	wordless	j	wordlessly	r	train	NA	NA	NA	NA
-ly	illegitimate	j	illegitimately	r	train	NA	NA	NA	NA
-ly	virulent	j	virulently	r	train	NA	NA	NA	NA
-ly	insignificant	j	insignificantly	r	train	NA	NA	NA	NA
-ly	desperate	j	desperately	r	train	NA	NA	NA	NA
-ly	profane	j	profanely	r	train	NA	NA	NA	NA
-ly	feasible	j	feasibly	r	train	NA	NA	NA	NA
-ly	hereditary	j	hereditarily	r	train	NA	NA	NA	NA
-ly	searching	j	searchingly	r	train	NA	NA	NA	NA
-ly	precarious	j	precariously	r	train	NA	NA	NA	NA
-ly	unobtrusive	j	unobtrusively	r	train	NA	NA	NA	NA
-ly	chaste	j	chastely	r	train	NA	NA	NA	NA
-ly	craven	j	cravenly	r	train	NA	NA	NA	NA
-ly	joyous	j	joyously	r	train	NA	NA	NA	NA
-ly	ragged	j	raggedly	r	train	NA	NA	NA	NA
-ly	radical	j	radically	r	train	NA	NA	NA	NA
-ly	punitive	j	punitively	r	train	NA	NA	NA	NA
-ly	unerring	j	unerringly	r	train	NA	NA	NA	NA
-ly	disappointing	j	disappointingly	r	train	NA	NA	NA	NA
-ly	persistent	j	persistently	r	train	NA	NA	NA	NA
-ly	fiscal	j	fiscally	r	train	NA	NA	NA	NA
-ly	coy	j	coyly	r	train	NA	NA	NA	NA
-ly	reliable	j	reliably	r	train	NA	NA	NA	NA
-ly	subtle	j	subtly	r	train	NA	NA	NA	NA
-ly	exultant	j	exultantly	r	train	NA	NA	NA	NA
-ly	mournful	j	mournfully	r	train	NA	NA	NA	NA
-ly	grim	j	grimly	r	train	NA	NA	NA	NA
-ly	venomous	j	venomously	r	train	NA	NA	NA	NA
-ly	consequent	j	consequently	r	train	NA	NA	NA	NA
-ly	excruciating	j	excruciatingly	r	train	NA	NA	NA	NA
-ly	prominent	j	prominently	r	train	NA	NA	NA	NA
-ly	deceptive	j	deceptively	r	train	NA	NA	NA	NA
-ly	bloody	j	bloodily	r	train	NA	NA	NA	NA
-ly	handy	j	handily	r	train	NA	NA	NA	NA
-ly	royal	j	royally	r	train	NA	NA	NA	NA
-ly	edgy	j	edgily	r	train	NA	NA	NA	NA
-ly	flamboyant	j	flamboyantly	r	train	NA	NA	NA	NA
-ly	provoking	j	provokingly	r	train	NA	NA	NA	NA
-ly	vulgar	j	vulgarly	r	train	NA	NA	NA	NA
-ly	discrete	j	discretely	r	train	NA	NA	NA	NA
-ly	supposed	j	supposedly	r	train	NA	NA	NA	NA
-ly	audacious	j	audaciously	r	train	NA	NA	NA	NA
-ly	uneventful	j	uneventfully	r	train	NA	NA	NA	NA
-ly	durable	j	durably	r	train	NA	NA	NA	NA
-ly	damp	j	damply	r	train	NA	NA	NA	NA
-ly	coherent	j	coherently	r	train	NA	NA	NA	NA
-ly	summary	j	summarily	r	train	NA	NA	NA	NA
-ly	dangerous	j	dangerously	r	train	NA	NA	NA	NA
-ly	extravagant	j	extravagantly	r	train	NA	NA	NA	NA
-ly	massive	j	massively	r	train	NA	NA	NA	NA
-ly	tender	j	tenderly	r	train	NA	NA	NA	NA
-ly	imperial	j	imperially	r	train	NA	NA	NA	NA
-ly	nightmarish	j	nightmarishly	r	train	NA	NA	NA	NA
-ly	classical	j	classically	r	train	NA	NA	NA	NA
-ly	gratifying	j	gratifyingly	r	train	NA	NA	NA	NA
-ly	excellent	j	excellently	r	train	NA	NA	NA	NA
-ly	minute	j	minutely	r	train	NA	NA	NA	NA
-ly	radioactive	j	radioactively	r	train	NA	NA	NA	NA
-ly	rural	j	rurally	r	train	NA	NA	NA	NA
-ly	jarring	j	jarringly	r	train	NA	NA	NA	NA
-ly	worried	j	worriedly	r	train	NA	NA	NA	NA
-ly	incautious	j	incautiously	r	train	NA	NA	NA	NA
-ly	visual	j	visually	r	train	NA	NA	NA	NA
-ly	smart	j	smartly	r	train	NA	NA	NA	NA
-ly	ecological	j	ecologically	r	train	NA	NA	NA	NA
-ly	soft	j	softly	r	train	NA	NA	NA	NA
-ly	productive	j	productively	r	train	NA	NA	NA	NA
-ly	unwitting	j	unwittingly	r	train	NA	NA	NA	NA
-ly	progressive	j	progressively	r	train	NA	NA	NA	NA
-ly	fretful	j	fretfully	r	train	NA	NA	NA	NA
-ly	speculative	j	speculatively	r	train	NA	NA	NA	NA
-ly	cold	j	coldly	r	train	NA	NA	NA	NA
-ly	resolute	j	resolutely	r	train	NA	NA	NA	NA
-ly	guilty	j	guiltily	r	train	NA	NA	NA	NA
-ly	hurried	j	hurriedly	r	train	NA	NA	NA	NA
-ly	geological	j	geologically	r	train	NA	NA	NA	NA
-ly	arrogant	j	arrogantly	r	train	NA	NA	NA	NA
-ly	erroneous	j	erroneously	r	train	NA	NA	NA	NA
-ly	cheerful	j	cheerfully	r	train	NA	NA	NA	NA
-ly	avowed	j	avowedly	r	train	NA	NA	NA	NA
-ly	relevant	j	relevantly	r	train	NA	NA	NA	NA
-ly	cyclical	j	cyclically	r	train	NA	NA	NA	NA
-ly	forcible	j	forcibly	r	train	NA	NA	NA	NA
-ly	dispassionate	j	dispassionately	r	train	NA	NA	NA	NA
-ly	experimental	j	experimentally	r	train	NA	NA	NA	NA
-ly	horrendous	j	horrendously	r	train	NA	NA	NA	NA
-ly	instant	j	instantly	r	train	NA	NA	NA	NA
-ly	incestuous	j	incestuously	r	train	NA	NA	NA	NA
-ly	devout	j	devoutly	r	train	NA	NA	NA	NA
-ly	parenthetical	j	parenthetically	r	train	NA	NA	NA	NA
-ly	scrupulous	j	scrupulously	r	train	NA	NA	NA	NA
-ly	reverential	j	reverentially	r	train	NA	NA	NA	NA
-ly	sacrificial	j	sacrificially	r	train	NA	NA	NA	NA
-ly	dark	j	darkly	r	train	NA	NA	NA	NA
-ly	pathological	j	pathologically	r	train	NA	NA	NA	NA
-ly	silent	j	silently	r	train	NA	NA	NA	NA
-ly	magnanimous	j	magnanimously	r	train	NA	NA	NA	NA
-ly	actual	j	actually	r	train	NA	NA	NA	NA
-ly	famous	j	famously	r	train	NA	NA	NA	NA
-ly	noticeable	j	noticeably	r	train	NA	NA	NA	NA
-ly	painless	j	painlessly	r	train	NA	NA	NA	NA
-ly	religious	j	religiously	r	train	NA	NA	NA	NA
-ly	formal	j	formally	r	train	NA	NA	NA	NA
-ly	indulgent	j	indulgently	r	train	NA	NA	NA	NA
-ly	insecure	j	insecurely	r	train	NA	NA	NA	NA
-ly	inexpert	j	inexpertly	r	train	NA	NA	NA	NA
-ly	courageous	j	courageously	r	train	NA	NA	NA	NA
-ly	useless	j	uselessly	r	train	NA	NA	NA	NA
-ly	sensational	j	sensationally	r	train	NA	NA	NA	NA
-ly	manifest	j	manifestly	r	train	NA	NA	NA	NA
-ly	aggressive	j	aggressively	r	train	NA	NA	NA	NA
-ly	grotesque	j	grotesquely	r	train	NA	NA	NA	NA
-ly	voluminous	j	voluminously	r	train	NA	NA	NA	NA
-ly	generous	j	generously	r	train	NA	NA	NA	NA
-ly	cursory	j	cursorily	r	train	NA	NA	NA	NA
-ly	understandable	j	understandably	r	train	NA	NA	NA	NA
-ly	incomparable	j	incomparably	r	train	NA	NA	NA	NA
-ly	furtive	j	furtively	r	train	NA	NA	NA	NA
-ly	jovial	j	jovially	r	train	NA	NA	NA	NA
-ly	bashful	j	bashfully	r	train	NA	NA	NA	NA
-ly	impeccable	j	impeccably	r	train	NA	NA	NA	NA
-ly	decent	j	decently	r	train	NA	NA	NA	NA
-ly	finite	j	finitely	r	train	NA	NA	NA	NA
-ly	precise	j	precisely	r	train	NA	NA	NA	NA
-ly	unhappy	j	unhappily	r	train	NA	NA	NA	NA
-ly	indecent	j	indecently	r	train	NA	NA	NA	NA
-ly	favourable	j	favourably	r	train	NA	NA	NA	NA
-ly	overwhelming	j	overwhelmingly	r	train	NA	NA	NA	NA
-ly	ambitious	j	ambitiously	r	train	NA	NA	NA	NA
-ly	irreducible	j	irreducibly	r	train	NA	NA	NA	NA
-ly	delightful	j	delightfully	r	train	NA	NA	NA	NA
-ly	numb	j	numbly	r	train	NA	NA	NA	NA
-ly	terrible	j	terribly	r	train	NA	NA	NA	NA
-ly	precious	j	preciously	r	train	NA	NA	NA	NA
-ly	discontinuous	j	discontinuously	r	train	NA	NA	NA	NA
-ly	capable	j	capably	r	train	NA	NA	NA	NA
-ly	therapeutical	j	therapeutically	r	train	NA	NA	NA	NA
-ly	frosty	j	frostily	r	train	NA	NA	NA	NA
-ly	bald	j	baldly	r	train	NA	NA	NA	NA
-ly	cultural	j	culturally	r	train	NA	NA	NA	NA
-ly	drowsy	j	drowsily	r	train	NA	NA	NA	NA
-ly	disdainful	j	disdainfully	r	train	NA	NA	NA	NA
-ly	immeasurable	j	immeasurably	r	train	NA	NA	NA	NA
-ly	sober	j	soberly	r	train	NA	NA	NA	NA
-ly	latter	j	latterly	r	train	NA	NA	NA	NA
-ly	bleak	j	bleakly	r	train	NA	NA	NA	NA
-ly	diametrical	j	diametrically	r	train	NA	NA	NA	NA
-ly	conventional	j	conventionally	r	train	NA	NA	NA	NA
-ly	vigorous	j	vigorously	r	train	NA	NA	NA	NA
-ly	sensible	j	sensibly	r	train	NA	NA	NA	NA
-ly	polemical	j	polemically	r	train	NA	NA	NA	NA
-ly	dismal	j	dismally	r	train	NA	NA	NA	NA
-ly	parasitical	j	parasitically	r	train	NA	NA	NA	NA
-ly	nervous	j	nervously	r	train	NA	NA	NA	NA
-ly	phonological	j	phonologically	r	train	NA	NA	NA	NA
-ly	stringent	j	stringently	r	train	NA	NA	NA	NA
-ly	transcendental	j	transcendentally	r	train	NA	NA	NA	NA
-ly	disastrous	j	disastrously	r	train	NA	NA	NA	NA
-ly	feeble	j	feebly	r	train	NA	NA	NA	NA
-ly	damnable	j	damnably	r	train	NA	NA	NA	NA
-ly	restless	j	restlessly	r	train	NA	NA	NA	NA
-ly	unscrupulous	j	unscrupulously	r	train	NA	NA	NA	NA
-ly	devastating	j	devastatingly	r	train	NA	NA	NA	NA
-ly	municipal	j	municipally	r	train	NA	NA	NA	NA
-ly	wretched	j	wretchedly	r	train	NA	NA	NA	NA
-ly	tolerable	j	tolerably	r	train	NA	NA	NA	NA
-ly	imprudent	j	imprudently	r	train	NA	NA	NA	NA
-ly	unnecessary	j	unnecessarily	r	train	NA	NA	NA	NA
-ly	architectural	j	architecturally	r	train	NA	NA	NA	NA
-ly	dear	j	dearly	r	train	NA	NA	NA	NA
-ly	distressing	j	distressingly	r	train	NA	NA	NA	NA
-ly	resentful	j	resentfully	r	train	NA	NA	NA	NA
-ly	pretentious	j	pretentiously	r	train	NA	NA	NA	NA
-ly	retrospective	j	retrospectively	r	train	NA	NA	NA	NA
-ly	preventive	j	preventively	r	train	NA	NA	NA	NA
-ly	mean	j	meanly	r	train	NA	NA	NA	NA
-ly	developmental	j	developmentally	r	train	NA	NA	NA	NA
-ly	shabby	j	shabbily	r	train	NA	NA	NA	NA
-ly	human	j	humanly	r	train	NA	NA	NA	NA
-ly	geographical	j	geographically	r	train	NA	NA	NA	NA
-ly	conscious	j	consciously	r	train	NA	NA	NA	NA
-ly	crooked	j	crookedly	r	train	NA	NA	NA	NA
-ly	mistaken	j	mistakenly	r	train	NA	NA	NA	NA
-ly	mature	j	maturely	r	train	NA	NA	NA	NA
-ly	tremendous	j	tremendously	r	train	NA	NA	NA	NA
-ly	pithy	j	pithily	r	train	NA	NA	NA	NA
-ly	defensive	j	defensively	r	train	NA	NA	NA	NA
-ly	flat	j	flatly	r	train	NA	NA	NA	NA
-ly	pale	j	palely	r	train	NA	NA	NA	NA
-ly	inexcusable	j	inexcusably	r	train	NA	NA	NA	NA
-ly	consequential	j	consequentially	r	train	NA	NA	NA	NA
-ly	full	j	fully	r	train	NA	NA	NA	NA
-ly	delicate	j	delicately	r	train	NA	NA	NA	NA
-ly	inductive	j	inductively	r	train	NA	NA	NA	NA
-ly	bilateral	j	bilaterally	r	train	NA	NA	NA	NA
-ly	marginal	j	marginally	r	train	NA	NA	NA	NA
-ly	obsequious	j	obsequiously	r	train	NA	NA	NA	NA
-ly	honourable	j	honourably	r	train	NA	NA	NA	NA
-ly	incremental	j	incrementally	r	train	NA	NA	NA	NA
-ly	merry	j	merrily	r	train	NA	NA	NA	NA
-ly	tropical	j	tropically	r	train	NA	NA	NA	NA
-ly	customary	j	customarily	r	train	NA	NA	NA	NA
-ly	chronological	j	chronologically	r	train	NA	NA	NA	NA
-ly	metaphysical	j	metaphysically	r	train	NA	NA	NA	NA
-ly	tasteful	j	tastefully	r	train	NA	NA	NA	NA
-ly	god	j	godly	r	train	NA	NA	NA	NA
-ly	medial	j	medially	r	train	NA	NA	NA	NA
-ly	resigned	j	resignedly	r	train	NA	NA	NA	NA
-ly	upright	j	uprightly	r	train	NA	NA	NA	NA
-ly	posthumous	j	posthumously	r	train	NA	NA	NA	NA
-ly	provable	j	provably	r	train	NA	NA	NA	NA
-ly	disingenuous	j	disingenuously	r	train	NA	NA	NA	NA
-ly	maternal	j	maternally	r	train	NA	NA	NA	NA
-ly	fortuitous	j	fortuitously	r	train	NA	NA	NA	NA
-ly	meaningless	j	meaninglessly	r	train	NA	NA	NA	NA
-ly	busy	j	busily	r	train	NA	NA	NA	NA
-ly	arch	j	archly	r	train	NA	NA	NA	NA
-ly	diligent	j	diligently	r	train	NA	NA	NA	NA
-ly	acute	j	acutely	r	train	NA	NA	NA	NA
-ly	imperfect	j	imperfectly	r	train	NA	NA	NA	NA
-ly	preposterous	j	preposterously	r	train	NA	NA	NA	NA
-ly	ignominious	j	ignominiously	r	train	NA	NA	NA	NA
-ly	attentive	j	attentively	r	train	NA	NA	NA	NA
-ly	stark	j	starkly	r	train	NA	NA	NA	NA
-ly	rash	j	rashly	r	train	NA	NA	NA	NA
-ly	ambiguous	j	ambiguously	r	train	NA	NA	NA	NA
-ly	sneering	j	sneeringly	r	train	NA	NA	NA	NA
-ly	double	j	doubly	r	train	NA	NA	NA	NA
-ly	rightful	j	rightfully	r	train	NA	NA	NA	NA
-ly	adjectival	j	adjectivally	r	train	NA	NA	NA	NA
-ly	tactless	j	tactlessly	r	train	NA	NA	NA	NA
-ly	hot	j	hotly	r	train	NA	NA	NA	NA
-ly	resourceful	j	resourcefully	r	train	NA	NA	NA	NA
-ly	hoarse	j	hoarsely	r	train	NA	NA	NA	NA
-ly	thunderous	j	thunderously	r	train	NA	NA	NA	NA
-ly	soulful	j	soulfully	r	train	NA	NA	NA	NA
-ly	slender	j	slenderly	r	train	NA	NA	NA	NA
-ly	uniform	j	uniformly	r	train	NA	NA	NA	NA
-ly	confidential	j	confidentially	r	train	NA	NA	NA	NA
-ly	believable	j	believably	r	train	NA	NA	NA	NA
-ly	express	j	expressly	r	train	NA	NA	NA	NA
-ly	true	j	truly	r	train	NA	NA	NA	NA
-ly	hellish	j	hellishly	r	train	NA	NA	NA	NA
-ly	indissoluble	j	indissolubly	r	train	NA	NA	NA	NA
-ly	pretty	j	prettily	r	train	NA	NA	NA	NA
-ly	fundamental	j	fundamentally	r	train	NA	NA	NA	NA
-ly	vacant	j	vacantly	r	train	NA	NA	NA	NA
-ly	virtuous	j	virtuously	r	train	NA	NA	NA	NA
-ly	considerate	j	considerately	r	train	NA	NA	NA	NA
-ly	longitudinal	j	longitudinally	r	train	NA	NA	NA	NA
-ly	worthy	j	worthily	r	train	NA	NA	NA	NA
-ly	decorous	j	decorously	r	train	NA	NA	NA	NA
-ly	first	j	firstly	r	train	NA	NA	NA	NA
-ly	disinterested	j	disinterestedly	r	train	NA	NA	NA	NA
-ly	selective	j	selectively	r	train	NA	NA	NA	NA
-ly	striking	j	strikingly	r	train	NA	NA	NA	NA
-ly	respectful	j	respectfully	r	train	NA	NA	NA	NA
-ly	equatorial	j	equatorially	r	train	NA	NA	NA	NA
-ly	seductive	j	seductively	r	train	NA	NA	NA	NA
-ly	studious	j	studiously	r	train	NA	NA	NA	NA
-ly	psychical	j	psychically	r	train	NA	NA	NA	NA
-ly	derogatory	j	derogatorily	r	train	NA	NA	NA	NA
-ly	concomitant	j	concomitantly	r	train	NA	NA	NA	NA
-ly	miserable	j	miserably	r	train	NA	NA	NA	NA
-ly	logical	j	logically	r	train	NA	NA	NA	NA
-ly	thrilling	j	thrillingly	r	train	NA	NA	NA	NA
-ly	soundless	j	soundlessly	r	train	NA	NA	NA	NA
-ly	natural	j	naturally	r	train	NA	NA	NA	NA
-ly	interesting	j	interestingly	r	train	NA	NA	NA	NA
-ly	irrepressible	j	irrepressibly	r	train	NA	NA	NA	NA
-ly	sleepy	j	sleepily	r	train	NA	NA	NA	NA
-ly	eventual	j	eventually	r	train	NA	NA	NA	NA
-ly	inglorious	j	ingloriously	r	train	NA	NA	NA	NA
-ly	marked	j	markedly	r	train	NA	NA	NA	NA
-ly	pensive	j	pensively	r	train	NA	NA	NA	NA
-ly	regional	j	regionally	r	train	NA	NA	NA	NA
-ly	inexpensive	j	inexpensively	r	train	NA	NA	NA	NA
-ly	international	j	internationally	r	train	NA	NA	NA	NA
-ly	untiring	j	untiringly	r	train	NA	NA	NA	NA
-ly	inverse	j	inversely	r	train	NA	NA	NA	NA
-ly	rebellious	j	rebelliously	r	train	NA	NA	NA	NA
-ly	organizational	j	organizationally	r	train	NA	NA	NA	NA
-ly	irritable	j	irritably	r	train	NA	NA	NA	NA
-ly	adverse	j	adversely	r	train	NA	NA	NA	NA
-ly	acrimonious	j	acrimoniously	r	train	NA	NA	NA	NA
-ly	absolute	j	absolutely	r	train	NA	NA	NA	NA
-ly	merciless	j	mercilessly	r	train	NA	NA	NA	NA
-ly	mild	j	mildly	r	train	NA	NA	NA	NA
-ly	extemporaneous	j	extemporaneously	r	train	NA	NA	NA	NA
-ly	serene	j	serenely	r	train	NA	NA	NA	NA
-ly	incomprehensible	j	incomprehensibly	r	train	NA	NA	NA	NA
-ly	conceivable	j	conceivably	r	train	NA	NA	NA	NA
-ly	limp	j	limply	r	train	NA	NA	NA	NA
-ly	spurious	j	spuriously	r	train	NA	NA	NA	NA
-ly	sceptical	j	sceptically	r	train	NA	NA	NA	NA
-ly	incomplete	j	incompletely	r	train	NA	NA	NA	NA
-ly	imminent	j	imminently	r	train	NA	NA	NA	NA
-ly	game	j	gamely	r	train	NA	NA	NA	NA
-ly	fervent	j	fervently	r	train	NA	NA	NA	NA
-ly	retroactive	j	retroactively	r	train	NA	NA	NA	NA
-ly	nonchalant	j	nonchalantly	r	train	NA	NA	NA	NA
-ly	second	j	secondly	r	train	NA	NA	NA	NA
-ly	precipitate	j	precipitately	r	train	NA	NA	NA	NA
-ly	unpleasant	j	unpleasantly	r	train	NA	NA	NA	NA
-ly	deferential	j	deferentially	r	train	NA	NA	NA	NA
-ly	sensitive	j	sensitively	r	train	NA	NA	NA	NA
-ly	heterogeneous	j	heterogeneously	r	train	NA	NA	NA	NA
-ly	unceasing	j	unceasingly	r	train	NA	NA	NA	NA
-ly	justifiable	j	justifiably	r	train	NA	NA	NA	NA
-ly	languid	j	languidly	r	train	NA	NA	NA	NA
-ly	total	j	totally	r	train	NA	NA	NA	NA
-ly	blissful	j	blissfully	r	train	NA	NA	NA	NA
-ly	mighty	j	mightily	r	train	NA	NA	NA	NA
-ly	meticulous	j	meticulously	r	train	NA	NA	NA	NA
-ly	seasonable	j	seasonably	r	train	NA	NA	NA	NA
-ly	delirious	j	deliriously	r	train	NA	NA	NA	NA
-ly	triumphant	j	triumphantly	r	train	NA	NA	NA	NA
-ly	relentless	j	relentlessly	r	train	NA	NA	NA	NA
-ly	impersonal	j	impersonally	r	train	NA	NA	NA	NA
-ly	fresh	j	freshly	r	train	NA	NA	NA	NA
-ly	noisy	j	noisily	r	train	NA	NA	NA	NA
-ly	prevalent	j	prevalently	r	train	NA	NA	NA	NA
-ly	splendid	j	splendidly	r	train	NA	NA	NA	NA
-ly	belated	j	belatedly	r	train	NA	NA	NA	NA
-ly	admirable	j	admirably	r	train	NA	NA	NA	NA
-ly	figurative	j	figuratively	r	train	NA	NA	NA	NA
-ly	expeditious	j	expeditiously	r	train	NA	NA	NA	NA
-ly	temperamental	j	temperamentally	r	train	NA	NA	NA	NA
-ly	alphabetical	j	alphabetically	r	train	NA	NA	NA	NA
-ly	polite	j	politely	r	train	NA	NA	NA	NA
-ly	willing	j	willingly	r	train	NA	NA	NA	NA
-ly	spectacular	j	spectacularly	r	train	NA	NA	NA	NA
-ly	thorough	j	thoroughly	r	train	NA	NA	NA	NA
-ly	outward	j	outwardly	r	train	NA	NA	NA	NA
-ly	ample	j	amply	r	train	NA	NA	NA	NA
-ly	liberal	j	liberally	r	train	NA	NA	NA	NA
-ly	unkind	j	unkindly	r	train	NA	NA	NA	NA
-ly	giddy	j	giddily	r	train	NA	NA	NA	NA
-ly	imperceptible	j	imperceptibly	r	train	NA	NA	NA	NA
-ly	remote	j	remotely	r	train	NA	NA	NA	NA
-ly	lifeless	j	lifelessly	r	train	NA	NA	NA	NA
-ly	malevolent	j	malevolently	r	train	NA	NA	NA	NA
-ly	fussy	j	fussily	r	train	NA	NA	NA	NA
-ly	incongruous	j	incongruously	r	train	NA	NA	NA	NA
-ly	irreparable	j	irreparably	r	train	NA	NA	NA	NA
-ly	most	j	mostly	r	train	NA	NA	NA	NA
-ly	heartbreaking	j	heartbreakingly	r	train	NA	NA	NA	NA
-ly	tight	j	tightly	r	train	NA	NA	NA	NA
-ly	immaculate	j	immaculately	r	train	NA	NA	NA	NA
-ly	indivisible	j	indivisibly	r	train	NA	NA	NA	NA
-ly	expressive	j	expressively	r	train	NA	NA	NA	NA
-ly	wonderful	j	wonderfully	r	train	NA	NA	NA	NA
-ly	successive	j	successively	r	train	NA	NA	NA	NA
-ly	incessant	j	incessantly	r	train	NA	NA	NA	NA
-ly	mystical	j	mystically	r	train	NA	NA	NA	NA
-ly	forlorn	j	forlornly	r	train	NA	NA	NA	NA
-ly	flippant	j	flippantly	r	train	NA	NA	NA	NA
-ly	questioning	j	questioningly	r	train	NA	NA	NA	NA
-ly	insistent	j	insistently	r	train	NA	NA	NA	NA
-ly	fierce	j	fiercely	r	train	NA	NA	NA	NA
-ly	ignorant	j	ignorantly	r	train	NA	NA	NA	NA
-ly	noble	j	nobly	r	train	NA	NA	NA	NA
-ly	final	j	finally	r	train	NA	NA	NA	NA
-ly	tense	j	tensely	r	train	NA	NA	NA	NA
-ly	heavy	j	heavily	r	train	NA	NA	NA	NA
-ly	ritual	j	ritually	r	train	NA	NA	NA	NA
-ly	amicable	j	amicably	r	train	NA	NA	NA	NA
-ly	impish	j	impishly	r	train	NA	NA	NA	NA
-ly	merciful	j	mercifully	r	train	NA	NA	NA	NA
-ly	ominous	j	ominously	r	train	NA	NA	NA	NA
-ly	northeast	j	northeasterly	r	train	NA	NA	NA	NA
-ly	unreserved	j	unreservedly	r	train	NA	NA	NA	NA
-ly	devoted	j	devotedly	r	train	NA	NA	NA	NA
-ly	gratuitous	j	gratuitously	r	train	NA	NA	NA	NA
-ly	adroit	j	adroitly	r	train	NA	NA	NA	NA
-ly	repeated	j	repeatedly	r	train	NA	NA	NA	NA
-ly	invariable	j	invariably	r	train	NA	NA	NA	NA
-ly	primary	j	primarily	r	train	NA	NA	NA	NA
-ly	racial	j	racially	r	train	NA	NA	NA	NA
-ly	infectious	j	infectiously	r	train	NA	NA	NA	NA
-ly	grievous	j	grievously	r	train	NA	NA	NA	NA
-ly	comprehensive	j	comprehensively	r	train	NA	NA	NA	NA
-ly	wishful	j	wishfully	r	train	NA	NA	NA	NA
-ly	fulsome	j	fulsomely	r	train	NA	NA	NA	NA
-ly	intellectual	j	intellectually	r	train	NA	NA	NA	NA
-ly	snide	j	snidely	r	train	NA	NA	NA	NA
-ly	formative	j	formatively	r	train	NA	NA	NA	NA
-ly	enjoyable	j	enjoyably	r	train	NA	NA	NA	NA
-ly	stubborn	j	stubbornly	r	train	NA	NA	NA	NA
-ly	brazen	j	brazenly	r	train	NA	NA	NA	NA
-ly	reasonable	j	reasonably	r	train	NA	NA	NA	NA
-ly	criminal	j	criminally	r	train	NA	NA	NA	NA
-ly	opportune	j	opportunely	r	train	NA	NA	NA	NA
-ly	sore	j	sorely	r	train	NA	NA	NA	NA
-ly	vile	j	vilely	r	train	NA	NA	NA	NA
-ly	immutable	j	immutably	r	train	NA	NA	NA	NA
-ly	gainful	j	gainfully	r	train	NA	NA	NA	NA
-ly	phenomenal	j	phenomenally	r	train	NA	NA	NA	NA
-ly	indelible	j	indelibly	r	train	NA	NA	NA	NA
-ly	tolerant	j	tolerantly	r	train	NA	NA	NA	NA
-ly	provincial	j	provincially	r	train	NA	NA	NA	NA
-ly	watchful	j	watchfully	r	train	NA	NA	NA	NA
-ly	blameless	j	blamelessly	r	train	NA	NA	NA	NA
-ly	righteous	j	righteously	r	train	NA	NA	NA	NA
-ly	wan	j	wanly	r	train	NA	NA	NA	NA
-ly	weak	j	weakly	r	train	NA	NA	NA	NA
-ly	extreme	j	extremely	r	train	NA	NA	NA	NA
-ly	hypothetical	j	hypothetically	r	train	NA	NA	NA	NA
-ly	impossible	j	impossibly	r	train	NA	NA	NA	NA
-ly	articulate	j	articulately	r	train	NA	NA	NA	NA
-ly	like	j	likely	r	train	NA	NA	NA	NA
-ly	inconvenient	j	inconveniently	r	train	NA	NA	NA	NA
-ly	private	j	privately	r	train	NA	NA	NA	NA
-ly	harsh	j	harshly	r	train	NA	NA	NA	NA
-ly	bright	j	brightly	r	train	NA	NA	NA	NA
-ly	graceful	j	gracefully	r	train	NA	NA	NA	NA
-ly	restrictive	j	restrictively	r	train	NA	NA	NA	NA
-ly	blank	j	blankly	r	train	NA	NA	NA	NA
-ly	loving	j	lovingly	r	train	NA	NA	NA	NA
-ly	helpless	j	helplessly	r	train	NA	NA	NA	NA
-ly	dreamy	j	dreamily	r	train	NA	NA	NA	NA
-ly	informal	j	informally	r	train	NA	NA	NA	NA
-ly	public	j	publicly	r	train	NA	NA	NA	NA
-ly	unhealthy	j	unhealthily	r	train	NA	NA	NA	NA
-ly	gallant	j	gallantly	r	train	NA	NA	NA	NA
-ly	smug	j	smugly	r	train	NA	NA	NA	NA
-ly	hospitable	j	hospitably	r	train	NA	NA	NA	NA
-ly	recurrent	j	recurrently	r	train	NA	NA	NA	NA
-ly	intuitive	j	intuitively	r	train	NA	NA	NA	NA
-ly	multiple	j	multiply	r	train	NA	NA	NA	NA
-ly	fortunate	j	fortunately	r	train	NA	NA	NA	NA
-ly	woeful	j	woefully	r	train	NA	NA	NA	NA
-ly	reputable	j	reputably	r	train	NA	NA	NA	NA
